Example,methods_per_class,params_per_method,cyclomatic_complexity,comment_density,loc_per_method,public_methods,nesting_depth,halstead_volume
819,2.61,1.51,1.1,1.0,1.6,2.1,7.0,1.29
820,1.96,1.0,1.0,1.0,2.31,1.0,4.0,1.25
821,5.02,1.15,1.0,1.0,1.29,3.74,4.0,1.43
822,1.8,1.13,1.1,1.0,1.63,1.55,7.0,1.17
823,5.18,1.0,1.0,1.0,1.53,3.85,4.0,1.76
824,1.32,1.32,1.0,1.51,1.86,1.22,4.0,1.13
825,1.96,1.27,3.13,1.0,1.74,1.22,7.0,1.83
826,1.8,1.19,1.0,1.0,1.29,1.55,4.0,1.15
827,2.29,1.0,1.19,1.0,1.82,1.88,4.0,1.7
828,1.16,1.64,1.19,1.0,2.29,1.11,7.0,1.05
829,1.48,1.46,1.68,1.0,1.7,1.99,7.0,1.5
830,2.61,1.39,1.1,1.0,1.34,2.1,7.0,1.18
831,5.18,1.16,1.0,1.79,1.2,3.85,4.0,1.63
832,2.45,1.11,1.0,1.72,1.35,1.99,4.0,1.31
833,2.45,1.46,1.1,1.0,1.22,1.66,7.0,1.32
834,2.29,1.08,1.58,2.19,2.0,1.33,7.0,1.52
835,1.72,1.54,3.23,1.0,2.73,1.11,7.0,1.66
836,2.12,1.55,1.97,1.0,2.1,1.77,7.0,1.46
837,3.73,1.17,1.0,1.0,1.29,2.87,4.0,1.23
838,9.68,1.16,1.0,1.0,1.29,6.93,4.0,1.78
839,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.04
840,2.93,1.13,1.0,1.33,1.08,2.32,4.0,1.12
841,1.48,1.0,1.0,1.0,1.29,1.33,4.0,1.15
842,3.25,1.28,1.39,1.13,1.27,2.54,4.0,1.43
843,9.68,1.16,1.0,1.0,1.29,6.93,4.0,1.79
844,1.96,1.7,1.68,1.0,1.9,1.66,7.0,1.32
845,1.16,3.57,1.48,1.0,2.14,1.11,4.0,1.23
846,1.32,3.25,1.0,1.0,1.93,1.0,4.0,1.13
847,2.12,1.37,1.87,1.0,1.69,1.11,7.0,1.3
848,1.16,1.0,1.19,6.11,1.43,1.11,4.0,1.06
849,3.73,1.0,1.0,1.0,1.39,2.87,4.0,1.34
850,2.77,1.0,1.29,1.13,1.45,2.21,4.0,1.42
851,2.77,1.2,1.39,1.0,1.62,2.21,7.0,1.56
852,1.32,1.0,1.0,1.0,1.29,1.22,4.0,1.11
853,1.8,1.58,2.65,1.0,2.17,1.55,7.0,1.61
854,1.8,1.13,1.19,1.41,1.24,2.1,4.0,1.18
855,2.21,1.09,1.0,1.17,1.3,2.54,4.0,1.28
856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
857,1.16,1.32,1.0,1.0,1.29,1.11,4.0,1.01
858,5.02,1.0,1.0,1.0,1.35,3.74,4.0,1.43
859,1.32,1.16,1.0,1.0,1.29,1.22,4.0,1.02
860,1.8,1.16,1.0,1.0,1.33,2.1,4.0,1.19
861,2.45,1.07,1.29,1.0,1.32,1.99,7.0,1.22
862,1.56,1.23,1.29,1.0,1.55,2.54,7.0,1.32
863,1.96,1.27,1.0,1.0,1.29,1.66,4.0,1.11
864,5.02,1.21,1.68,1.49,1.36,3.74,7.0,1.56
865,1.16,1.48,1.58,1.14,5.43,1.22,7.0,1.4
866,1.96,1.21,1.77,6.62,1.33,1.11,4.0,1.37
867,1.32,1.32,1.68,1.0,1.79,1.22,4.0,1.25
868,9.68,1.16,1.1,1.0,1.29,6.93,7.0,1.81
869,8.39,1.17,1.19,1.0,1.31,6.05,7.0,1.73
870,2.93,1.24,2.26,1.12,1.51,2.21,7.0,1.6
871,1.32,1.8,1.39,1.0,1.71,1.22,7.0,1.18
872,1.16,1.64,1.39,1.8,2.57,1.11,4.0,1.09
873,4.21,1.13,1.19,1.0,1.34,3.2,7.0,1.42
874,2.12,1.26,3.23,1.0,1.81,3.3,7.0,1.88
875,1.32,1.16,1.1,1.0,1.36,1.22,4.0,1.07
876,3.41,1.15,1.1,1.0,1.31,2.65,7.0,1.26
877,1.56,1.18,1.19,1.0,1.39,1.77,7.0,1.23
878,1.09,1.64,1.29,1.34,2.11,1.44,7.0,1.38
879,1.8,1.09,3.9,1.68,1.29,4.73,7.0,2.8
880,2.29,1.0,1.29,1.22,1.64,1.88,4.0,1.64
881,1.32,1.21,1.1,1.0,1.24,2.32,7.0,1.3
882,1.43,1.24,1.1,1.0,1.32,1.88,7.0,1.15
883,8.39,1.17,1.19,1.0,1.3,6.05,7.0,1.7
884,2.77,1.0,1.0,1.0,1.45,2.21,4.0,1.35
885,4.7,1.14,1.0,1.0,1.29,3.52,4.0,1.28
886,2.07,1.53,1.87,1.44,1.49,2.65,7.0,2.18
887,2.45,1.25,1.87,1.29,1.84,1.88,7.0,1.38
888,1.0,1.0,1.0,3.6,1.0,1.0,1.0,1.11
889,2.77,1.06,1.39,1.61,1.25,2.21,4.0,1.3
890,7.91,1.02,1.0,1.0,1.29,5.72,4.0,1.63
891,1.32,1.48,1.19,1.69,1.93,1.44,7.0,1.38
892,1.88,1.03,1.0,1.0,1.53,2.21,4.0,1.43
893,1.64,1.01,1.0,1.0,1.26,4.07,4.0,1.53
894,1.91,1.04,1.19,3.11,1.09,2.87,7.0,1.26
895,2.29,1.12,1.58,1.83,1.16,1.88,7.0,1.19
896,3.41,1.19,1.19,1.0,1.34,2.65,7.0,1.35
897,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.09
898,1.16,1.16,1.1,1.94,1.29,1.22,4.0,1.04
899,1.48,1.86,1.29,1.0,1.29,1.33,4.0,1.18
900,1.32,1.64,1.68,10.0,1.21,1.22,4.0,1.36
901,1.64,1.48,1.68,1.0,1.98,1.88,7.0,1.68
902,1.91,1.21,1.0,1.0,1.3,2.87,4.0,1.29
903,1.96,1.16,1.29,1.0,1.29,1.66,4.0,1.14
904,1.16,6.14,1.48,1.29,2.29,1.11,7.0,1.26
905,1.64,1.08,1.0,1.0,1.29,1.44,4.0,1.06
906,1.96,1.11,1.19,1.0,1.67,1.66,7.0,1.23
907,1.64,1.48,1.19,1.0,1.5,1.44,7.0,1.14
908,3.09,1.2,1.1,1.15,1.58,2.43,7.0,1.41
909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.12
910,1.72,1.25,1.19,1.0,1.44,1.99,7.0,1.48
911,2.12,1.41,1.48,1.0,1.84,1.77,7.0,1.37
912,1.64,1.8,1.0,1.0,1.29,1.44,4.0,1.39
913,1.64,1.16,1.29,1.0,1.41,2.76,7.0,1.44
914,4.54,1.16,1.0,1.0,1.29,3.41,4.0,1.31
915,1.16,5.34,1.0,1.0,1.29,1.22,4.0,1.2
916,3.09,1.07,1.39,2.24,1.2,2.32,7.0,1.42
917,1.76,1.1,1.0,1.0,1.29,3.09,4.0,1.41
918,5.02,1.15,1.0,1.0,1.29,3.74,4.0,1.46
919,3.33,1.13,2.16,1.2,1.47,4.18,7.0,1.96
920,1.35,1.0,1.0,3.16,1.13,2.21,4.0,1.33
921,1.32,1.21,1.1,1.0,1.57,1.66,7.0,1.25
922,5.5,1.0,1.0,1.0,1.49,4.07,4.0,1.66
923,2.23,1.21,2.45,1.18,1.54,3.52,7.0,1.63
924,2.45,1.46,3.81,1.51,2.87,1.44,7.0,2.4
925,2.93,1.51,1.39,1.0,1.49,2.1,7.0,1.42
926,3.01,1.15,1.1,1.1,1.29,3.74,4.0,1.47
927,1.8,1.02,2.55,4.24,1.24,2.65,4.0,1.28
928,1.8,1.32,1.48,1.27,1.71,1.44,7.0,1.16
929,5.98,1.17,1.0,2.25,1.22,4.4,4.0,1.52
930,2.85,1.08,1.58,1.0,1.32,3.52,7.0,1.8
931,1.23,1.14,1.0,1.0,1.29,4.84,4.0,1.96
932,2.61,1.45,1.0,1.0,1.4,2.1,4.0,1.23
933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.22
934,1.8,1.06,1.1,3.38,1.97,1.55,4.0,1.32
935,2.77,1.29,1.1,1.0,1.7,2.1,7.0,1.44
936,1.48,1.43,1.39,1.0,1.29,1.33,7.0,1.06
937,1.32,1.08,1.1,1.38,1.21,1.44,4.0,1.09
938,3.33,1.18,1.29,1.0,1.35,4.07,7.0,1.96
939,1.16,1.64,1.1,1.0,1.29,1.11,4.0,1.08
940,1.08,1.32,1.1,1.0,1.86,1.11,7.0,1.11
941,2.29,1.16,1.39,1.0,1.3,1.77,7.0,1.18
942,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.28
943,1.16,1.32,1.0,1.59,1.0,1.11,1.0,1.1
944,2.45,1.25,1.19,1.49,1.52,1.99,7.0,1.2
945,1.96,1.11,1.0,1.0,1.48,1.55,4.0,1.12
946,1.26,1.13,1.0,1.0,1.29,5.06,4.0,2.04
947,2.37,1.17,1.29,1.0,1.41,2.87,7.0,1.43
948,2.45,1.07,1.58,2.01,1.87,1.99,7.0,1.56
949,1.16,1.32,1.0,1.52,3.57,1.11,4.0,1.31
950,2.29,1.28,2.55,1.21,2.32,1.88,7.0,1.62
951,5.82,1.04,1.0,1.0,1.18,1.22,4.0,1.41
952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
953,1.8,1.26,1.19,1.0,1.51,1.55,7.0,1.12
954,1.16,1.32,1.1,1.0,1.86,1.11,7.0,1.26
955,2.34,1.33,10.0,4.42,1.67,3.63,7.0,10.0
956,1.64,1.0,1.68,1.3,1.64,1.44,7.0,1.63
957,3.25,1.14,1.0,1.0,1.29,2.54,4.0,1.21
958,2.55,1.23,1.0,1.0,1.24,4.18,4.0,1.46
959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25
960,1.16,1.32,1.0,1.0,1.29,1.0,4.0,1.01
961,1.72,1.04,1.19,3.15,1.13,1.99,4.0,1.18
962,4.86,1.0,1.0,1.0,1.74,3.63,4.0,1.73
963,3.89,1.2,2.65,1.22,1.9,2.98,7.0,2.31
964,1.96,1.27,1.0,1.62,1.48,1.66,4.0,1.26
965,1.8,1.0,1.0,1.0,1.29,1.55,4.0,1.23
966,3.09,1.84,2.35,1.0,1.73,1.44,7.0,2.23
967,1.32,1.48,1.19,2.5,1.29,1.22,4.0,1.1
968,4.86,1.11,1.0,1.85,1.3,3.63,4.0,1.43
969,1.8,1.13,1.0,1.68,1.63,1.55,4.0,1.16
970,1.16,1.32,1.19,1.0,1.29,1.11,4.0,1.03
971,2.61,1.13,1.0,1.0,1.29,2.1,4.0,1.12
972,1.16,1.64,1.0,1.0,1.29,1.11,4.0,1.08
973,2.12,1.51,1.48,1.0,1.67,1.77,7.0,1.34
974,2.61,1.48,3.13,1.0,2.04,1.99,7.0,2.03
975,1.96,1.16,1.0,1.0,1.29,1.66,4.0,1.14
976,1.96,1.67,2.06,1.0,1.76,2.32,7.0,1.58
977,1.35,1.38,1.39,1.0,1.36,2.21,7.0,1.43
978,1.96,1.43,1.29,2.65,2.64,1.66,4.0,1.66
979,4.7,1.0,1.0,1.0,1.8,3.52,4.0,1.74
980,2.12,1.28,1.1,1.23,1.31,1.77,7.0,1.2
981,2.29,1.04,1.48,1.46,1.62,1.55,4.0,1.41
982,2.29,1.2,1.0,1.13,1.34,2.76,4.0,1.35
983,1.4,1.32,1.19,1.3,1.83,1.55,7.0,1.33
984,1.8,1.64,1.39,1.0,1.66,1.55,7.0,1.38
985,3.25,1.44,1.68,1.15,1.42,2.54,7.0,1.46
986,2.77,1.48,1.1,1.1,1.29,4.62,4.0,1.66
987,1.32,2.45,1.1,1.0,1.29,1.22,7.0,1.09
988,2.61,1.61,1.29,1.13,1.99,2.1,7.0,1.73
989,1.32,1.16,1.0,1.0,1.29,1.22,4.0,1.2
990,3.09,1.79,1.0,1.0,1.37,2.43,4.0,1.31
991,5.5,1.28,1.0,1.0,1.24,4.07,4.0,1.38
992,1.16,1.54,1.39,3.6,1.0,1.33,1.0,1.17
993,1.72,1.07,1.19,1.32,1.79,1.99,7.0,1.27
994,2.93,1.05,2.65,1.0,1.93,2.1,7.0,2.16
995,1.73,1.18,1.77,1.58,1.32,6.49,7.0,2.36
996,2.39,1.25,3.71,1.0,1.67,3.85,7.0,2.26
997,2.93,1.32,3.61,3.82,2.15,1.11,7.0,3.22
998,3.09,1.26,1.87,1.06,1.57,3.2,7.0,2.24
999,1.8,1.64,1.1,3.58,1.26,2.1,4.0,1.31
1000,2.12,1.05,1.48,1.0,1.8,1.77,7.0,1.18
1001,1.96,1.64,1.0,1.0,1.4,1.66,4.0,1.18
1002,3.04,1.14,3.61,1.13,1.45,4.07,7.0,3.01
1003,3.57,1.0,1.0,1.0,1.37,2.76,4.0,1.36
1004,1.8,1.0,1.0,1.0,1.6,1.55,4.0,1.23
1005,1.8,1.19,1.0,1.0,1.97,1.55,4.0,1.31
1006,1.56,1.46,1.0,1.0,1.29,1.77,4.0,1.16
1007,1.96,1.11,1.29,1.0,1.48,1.66,7.0,1.15
1008,1.56,1.23,1.39,1.52,1.33,1.66,7.0,1.24
1009,1.88,1.15,1.0,1.0,1.4,1.55,4.0,1.35
1010,1.16,1.0,1.0,1.0,1.29,1.11,4.0,1.02
1011,2.77,1.7,2.45,1.0,1.48,2.21,7.0,1.47
1012,3.57,1.0,1.19,1.0,1.42,2.76,7.0,1.47
1013,1.52,1.05,1.68,1.27,2.07,1.88,7.0,2.63
1014,3.09,1.1,1.0,1.85,1.31,2.43,4.0,1.22
1015,3.73,1.3,1.68,1.1,1.5,2.54,7.0,1.57
1016,2.12,1.16,1.1,1.2,1.29,2.54,4.0,1.2
1017,1.4,1.13,1.19,1.28,1.69,1.55,7.0,1.25
1018,1.16,1.48,1.97,1.0,1.43,1.11,4.0,1.59
1019,4.21,1.14,1.29,1.14,1.3,3.09,7.0,1.37
1020,3.57,1.0,1.0,1.0,1.08,1.33,4.0,1.22
1021,9.68,1.16,1.0,1.0,1.29,6.93,4.0,1.77
1022,2.45,1.21,3.03,1.1,1.86,1.99,7.0,1.66
1023,4.38,1.0,1.0,1.0,1.23,3.3,4.0,1.32
1024,1.64,1.19,1.0,1.0,1.29,2.32,4.0,1.22
1025,1.32,1.11,1.0,1.32,1.36,1.66,4.0,1.37
1026,3.41,1.39,2.84,1.0,1.57,2.65,7.0,2.07
1027,4.38,1.29,1.58,1.42,1.29,3.3,7.0,1.5
1028,1.88,1.29,1.48,1.0,1.52,2.21,7.0,1.56
1029,1.16,1.16,1.1,1.8,2.36,1.22,7.0,1.16
1030,1.68,1.06,1.0,1.0,1.08,2.76,4.0,1.26
1031,2.12,1.37,2.65,1.19,1.56,2.43,7.0,1.81
1032,3.09,1.4,3.32,1.0,2.27,2.43,7.0,1.9
1033,3.89,1.16,1.0,1.0,1.29,2.98,4.0,1.32
1034,2.0,1.15,1.0,1.25,1.23,3.74,4.0,1.31
1035,2.77,1.23,1.39,1.26,1.57,2.1,4.0,1.61
1036,1.48,1.54,2.16,1.0,3.52,1.33,7.0,1.4
1037,4.05,1.17,1.0,1.15,1.35,3.09,4.0,1.34
1038,3.09,1.0,1.0,1.0,1.69,1.0,4.0,1.37
1039,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.16
1040,5.18,1.0,1.0,1.0,1.69,3.85,4.0,1.97
1041,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1042,1.3,1.64,1.0,1.0,1.29,2.43,4.0,1.31
1043,1.32,1.16,1.0,1.0,1.29,1.22,4.0,1.02
1044,1.0,1.0,2.06,8.5,1.0,1.0,1.0,1.57
1045,1.56,1.14,2.55,1.14,2.18,1.55,7.0,1.43
1046,1.08,5.82,1.19,1.0,2.0,1.11,7.0,1.25
1047,1.14,1.0,1.0,1.0,1.29,2.54,4.0,1.32
1048,4.05,1.0,1.0,1.0,1.44,3.09,4.0,1.46
1049,2.93,1.09,1.48,1.32,1.3,3.63,7.0,1.44
1050,1.16,1.32,1.19,1.0,1.29,1.11,4.0,1.03
1051,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1
1052,1.56,1.14,1.58,1.76,1.71,1.77,7.0,1.4
1053,2.61,1.39,2.06,1.32,1.96,1.88,7.0,1.83
1054,2.37,1.4,3.32,1.0,1.58,2.43,7.0,2.33
1055,1.7,1.17,1.0,1.0,1.44,2.43,4.0,1.39
1056,2.12,1.23,2.35,1.0,2.2,1.77,7.0,1.34
1057,1.16,1.96,1.1,2.25,1.29,1.11,4.0,1.11
1058,5.5,1.0,1.0,1.0,1.52,4.07,4.0,1.58
1059,3.09,1.12,2.26,1.0,1.89,2.43,7.0,1.58
1060,1.64,1.16,1.0,2.12,1.21,1.22,4.0,1.07
1061,1.52,1.2,1.58,1.32,1.42,2.43,7.0,1.28
1062,3.89,1.0,1.0,1.52,1.65,2.98,4.0,1.88
1063,3.73,1.09,1.77,1.0,1.43,2.87,7.0,1.64
1064,3.57,1.5,5.26,1.0,1.96,2.76,7.0,2.14
1065,3.73,1.0,1.0,1.0,1.4,2.87,4.0,1.35
1066,1.26,1.13,1.0,1.0,1.29,5.06,4.0,2.03
1067,1.8,1.23,1.68,1.0,1.71,1.99,7.0,1.52
1068,5.18,1.16,1.0,1.0,1.29,3.85,4.0,1.36
1069,5.34,1.0,1.0,1.0,1.5,3.96,4.0,1.79
1070,3.33,1.16,1.29,1.09,1.32,4.18,7.0,1.53
1071,4.7,1.0,1.0,1.0,1.57,3.52,4.0,1.57
1072,2.45,1.25,2.06,1.0,1.82,2.54,7.0,1.92
1073,3.25,1.05,1.1,1.0,1.3,2.54,7.0,1.22
1074,2.61,1.35,1.39,1.37,1.4,1.77,7.0,1.39
1075,1.54,1.13,1.87,1.15,1.57,2.1,7.0,1.34
1076,2.93,1.43,1.39,1.21,1.37,4.95,7.0,1.96
1077,3.41,1.15,1.0,1.0,1.29,2.65,4.0,1.22
1078,2.77,1.15,1.0,1.0,1.29,2.21,4.0,1.2
1079,4.05,1.14,1.19,1.43,1.36,3.09,7.0,1.65
1080,1.16,1.32,1.1,1.0,1.86,1.11,7.0,1.07
1081,2.04,1.2,2.26,1.07,2.34,2.43,7.0,2.17
1082,3.25,1.09,1.0,1.0,1.29,2.54,4.0,1.24
1083,4.05,1.12,1.87,1.2,1.32,2.98,7.0,1.48
1084,1.96,1.11,1.39,1.0,1.55,1.55,7.0,1.16
1085,2.61,1.06,1.68,1.0,1.6,2.1,7.0,1.49
1086,2.61,1.16,1.0,1.0,1.29,2.1,4.0,1.11
1087,1.88,1.41,2.65,1.0,2.94,1.44,7.0,2.55
1088,2.04,1.05,1.29,1.0,1.33,2.32,7.0,1.34
1089,2.12,1.0,1.0,1.0,1.45,1.77,4.0,1.25
1090,1.54,1.26,1.0,1.0,1.29,2.1,4.0,1.09
1091,1.11,1.64,1.68,3.2,1.34,1.55,7.0,1.23
1092,1.32,1.24,1.0,1.0,1.29,1.44,4.0,1.1
1093,4.54,1.2,1.1,1.0,1.29,3.41,7.0,1.41
1094,2.12,1.14,1.0,1.0,1.29,1.77,4.0,1.09
1095,1.48,1.27,1.29,1.0,1.57,1.66,7.0,1.16
1096,1.16,1.0,1.19,1.0,1.29,1.11,4.0,1.11
1097,2.45,1.18,1.0,1.0,1.29,2.98,4.0,1.24
1098,3.57,1.1,1.19,2.07,1.21,2.76,7.0,1.46
1099,1.91,1.15,1.1,1.0,1.31,2.87,7.0,1.22
1100,1.48,1.21,2.06,1.0,1.7,1.99,7.0,1.4
1101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.11
1102,2.29,1.04,1.0,1.0,1.34,1.88,4.0,1.18
1103,4.7,1.07,4.0,1.0,2.02,3.52,7.0,2.23
1104,1.16,1.96,1.19,1.0,2.29,1.11,7.0,1.08
1105,1.46,1.28,1.0,2.61,1.08,2.87,4.0,1.4
1106,1.16,1.64,1.1,1.0,1.29,1.11,4.0,1.03
1107,1.96,1.16,1.0,1.0,1.29,1.66,4.0,1.14
1108,2.93,1.13,1.0,1.0,1.29,2.32,4.0,1.2
1109,1.48,1.21,1.0,1.0,1.29,1.33,4.0,1.05
1110,1.32,1.16,1.0,2.12,1.29,1.22,4.0,1.03
1111,1.4,1.13,1.0,1.0,1.29,2.1,4.0,1.23
1112,1.16,1.96,1.29,1.0,3.57,1.11,4.0,1.18
1113,3.09,1.02,1.39,1.8,1.3,2.43,4.0,1.2
1114,1.96,1.11,1.29,1.0,1.74,1.66,7.0,1.33
1115,2.93,1.19,1.29,1.0,1.39,2.32,7.0,1.22
1116,1.26,1.04,1.39,1.48,1.71,1.88,7.0,1.36
1117,2.12,1.23,2.06,1.11,1.69,1.55,7.0,1.51
1118,1.8,1.19,1.1,1.0,1.4,1.55,7.0,1.12
1119,3.57,1.32,1.19,1.29,1.46,2.76,4.0,1.36
1120,3.09,1.07,1.29,1.0,1.38,2.43,7.0,1.22
1121,4.7,1.15,1.0,1.0,1.29,3.52,4.0,1.32
1122,2.45,1.5,1.19,1.0,1.56,1.99,7.0,1.3
1123,1.15,1.01,1.0,1.0,1.45,3.85,4.0,1.87
1124,1.8,1.19,1.29,1.0,1.77,1.55,7.0,1.18
1125,1.72,1.36,1.77,1.0,1.86,1.99,7.0,1.61
1126,2.12,1.18,1.48,1.0,1.86,1.77,7.0,1.38
1127,4.54,1.25,1.0,1.0,1.06,3.41,4.0,1.28
1128,5.02,1.39,2.06,1.41,1.47,3.74,7.0,2.18
1129,1.48,1.0,1.19,1.0,1.29,1.33,4.0,1.06
1130,5.02,1.15,1.0,1.0,1.29,3.74,4.0,1.44
1131,1.32,1.16,1.58,1.0,1.43,1.22,7.0,1.19
1132,1.8,1.13,1.0,1.0,1.6,1.55,4.0,1.14
1133,1.32,1.8,1.0,1.0,2.07,1.22,4.0,1.15
1134,1.48,1.21,1.1,1.0,1.62,1.33,7.0,1.1
1135,5.18,1.16,1.0,1.0,1.29,3.85,4.0,1.35
1136,2.69,1.09,2.06,1.0,1.37,3.3,7.0,1.51
1137,1.14,1.0,1.0,1.0,1.29,2.54,4.0,1.44
1138,2.45,1.36,1.1,1.0,1.33,1.99,7.0,1.14
1139,1.64,1.11,1.77,1.0,1.87,2.32,7.0,1.62
1140,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.22
1141,1.48,1.32,1.29,1.0,1.9,1.22,7.0,1.19
1142,4.21,1.0,1.0,1.0,1.31,3.2,4.0,1.4
1143,1.8,1.0,1.0,1.0,1.17,1.55,4.0,1.07
1144,1.16,1.64,1.1,7.75,1.0,1.11,1.0,1.07
1145,3.41,1.02,1.19,1.0,1.27,2.65,7.0,1.34
1146,1.32,1.05,1.0,1.0,1.57,1.66,4.0,1.16
1147,1.0,1.0,1.1,9.09,1.0,1.0,1.0,1.2
1148,5.18,1.16,1.0,1.0,1.29,3.85,4.0,1.35
1149,1.32,1.32,2.45,1.98,2.46,1.33,7.0,1.61
1150,1.16,1.32,1.1,1.0,1.43,1.11,4.0,1.11
1151,1.61,1.24,4.58,1.0,1.47,3.41,7.0,3.63
1152,3.25,1.64,1.48,1.0,1.67,2.54,7.0,1.62
1153,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.05
1154,2.93,1.13,2.26,2.77,1.31,2.32,4.0,1.46
1155,1.64,1.16,1.0,1.0,1.36,1.44,4.0,1.05
1156,2.61,1.42,2.74,1.0,1.93,2.1,4.0,2.07
1157,3.09,1.42,2.06,1.0,1.74,2.43,7.0,1.5
1158,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.11
1159,1.16,1.16,1.1,1.0,2.0,1.11,7.0,1.14
1160,1.29,1.12,1.19,3.08,1.31,2.21,4.0,1.49
1161,2.29,1.16,1.68,1.0,1.57,1.88,7.0,1.22
1162,2.12,1.32,1.0,1.0,1.29,1.77,4.0,1.23
1163,1.32,1.16,1.0,1.07,7.36,1.11,4.0,2.36
1164,1.16,6.79,1.0,1.0,6.0,1.11,4.0,1.19
1165,1.48,1.11,1.0,1.8,1.19,1.33,4.0,1.06
1166,4.21,1.43,1.1,1.12,1.29,3.2,4.0,1.4
1167,1.8,1.16,1.1,1.0,1.53,2.1,7.0,1.5
1168,3.41,1.13,1.0,1.0,1.29,2.65,4.0,1.2
1169,1.96,1.43,1.39,1.0,2.19,1.22,7.0,1.46
1170,3.25,1.41,1.87,1.14,1.51,2.54,7.0,1.49
1171,1.16,1.64,1.29,1.0,1.43,1.11,7.0,1.08
1172,1.32,1.24,1.39,4.09,1.36,1.44,7.0,1.3
1173,9.68,1.16,1.0,1.0,1.29,6.93,4.0,1.79
1174,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.34
1175,1.29,1.26,1.0,1.0,1.13,2.21,4.0,1.21
1176,3.41,1.3,1.1,1.23,1.72,2.65,7.0,1.55
1177,1.16,3.57,1.0,1.0,1.29,1.11,4.0,1.09
1178,2.29,1.24,1.39,1.0,2.05,1.88,7.0,2.03
1179,3.57,1.0,1.48,1.74,1.21,2.76,4.0,1.23
1180,1.96,1.32,1.68,1.0,1.76,1.11,7.0,1.51
1181,3.09,1.4,1.19,1.0,1.35,2.43,4.0,1.29
1182,1.32,1.32,1.0,2.73,1.0,1.22,1.0,1.07
1183,2.77,1.2,1.1,1.0,1.34,2.21,7.0,1.27
1184,1.7,1.06,2.26,1.0,1.45,3.74,7.0,1.83
1185,4.21,1.0,1.0,1.0,1.45,3.2,4.0,1.45
1186,1.96,1.18,1.39,1.0,1.39,2.98,7.0,1.67
1187,1.88,1.23,1.0,2.24,1.3,3.41,4.0,1.32
1188,1.64,1.08,1.29,1.0,1.29,2.32,7.0,1.46
1189,1.32,2.12,1.1,1.56,1.86,1.22,7.0,1.11
1190,4.05,1.0,1.48,1.36,1.83,2.98,4.0,1.99
1191,2.12,1.07,1.68,1.0,1.24,4.84,7.0,1.5
1192,3.73,1.21,1.39,1.0,1.4,2.87,7.0,1.6
1193,2.45,1.14,1.0,1.0,1.29,1.99,4.0,1.15
1194,5.5,1.0,1.0,1.0,1.53,4.07,4.0,1.7
1195,1.72,1.18,1.0,1.0,1.33,1.99,4.0,1.24
1196,1.8,1.23,1.68,1.0,1.71,1.22,7.0,1.53
1197,3.09,1.05,1.0,1.0,1.26,2.43,4.0,1.08
1198,1.8,1.29,1.97,1.0,1.6,2.1,7.0,1.55
1199,5.82,1.18,1.1,1.0,1.3,4.29,7.0,1.45
1200,3.73,1.26,2.06,1.12,1.46,2.87,7.0,1.58
1201,3.57,1.26,3.23,1.65,1.71,2.65,7.0,2.07
1202,1.54,1.02,1.0,1.0,1.09,1.11,4.0,1.23
1203,1.32,1.0,1.0,1.0,1.36,1.22,4.0,1.03
1204,2.45,1.14,1.0,1.0,1.29,1.99,4.0,1.12
1205,2.12,1.18,1.0,1.0,1.33,1.77,4.0,1.12
1206,4.46,1.25,1.0,2.36,1.16,5.72,4.0,1.66
1207,2.29,1.16,3.61,1.0,2.33,2.65,7.0,1.88
1208,1.48,1.11,2.06,2.92,2.62,1.33,7.0,1.27
1209,1.32,1.16,1.29,1.0,1.75,1.44,7.0,1.11
1210,2.61,1.1,1.19,1.58,1.3,2.1,4.0,1.23
1211,5.18,1.19,2.45,1.0,1.48,3.2,7.0,2.59
1212,2.12,1.0,1.1,1.15,2.27,1.77,4.0,1.47
1213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1214,3.89,1.18,1.0,1.0,1.29,2.98,4.0,1.28
1215,1.48,1.21,1.77,1.0,2.71,1.22,7.0,1.25
1216,3.89,1.16,1.0,1.0,1.29,2.98,4.0,1.23
1217,2.45,1.0,1.19,1.34,1.38,1.0,4.0,1.4
1218,1.64,1.28,1.1,1.0,1.13,3.63,7.0,1.45
1219,1.8,2.16,1.97,1.23,3.54,1.11,7.0,1.7
1220,1.16,1.32,1.1,1.0,2.43,1.11,7.0,1.14
1221,1.64,1.16,1.0,1.0,1.29,1.44,4.0,1.04
